Date,Location,Item Name,Item Type,Notes
2023-11-15,The Chaos Sanctuary,Steelclash,Kite Shield,
2023-11-15,The Chaos Sanctuary,The Chieftain,Battle Axe,
2023-11-15,The Chaos Sanctuary,Gorefoot,Heavy Boots,
2023-11-15,The Chaos Sanctuary,Death's Touch,War Sword,
2023-11-15,The Chaos Sanctuary,M'avina's Embrace,Kraken Shell,
2023-11-15,The Chaos Sanctuary,Duskdeep,Full Helm,
2023-11-15,The Chaos Sanctuary,Sander's Taboo,Heavy Gloves,
2023-11-15,The Chaos Sanctuary,Kinemil's Awl,Giant Sword,
2023-11-15,The Chaos Sanctuary,Soul Harvest,Scythe,
2023-11-15,The Chaos Sanctuary,Thul Rune,Rune,
2023-11-15,The Chaos Sanctuary,Eld Rune,Rune,
2023-11-15,The Chaos Sanctuary,Bloodthief,Brandistock,
2023-11-15,The Chaos Sanctuary,The Face of Horror,Mask,
2023-11-15,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-11-15,The Chaos Sanctuary,Vidala's Barb,Long Battle Bow,
2023-11-15,The Chaos Sanctuary,Ort Rune,Rune,
2023-11-15,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-11-15,The Chaos Sanctuary,Toothrow,Sharktooth Armor,
2023-11-15,The Chaos Sanctuary,Civerb's Ward,Large Shield,
2023-11-15,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-11-15,The Chaos Sanctuary,Ort Rune,Rune,
2023-11-15,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-11-15,The Chaos Sanctuary,Gimmershred,Flying Axe,
2023-11-15,The Chaos Sanctuary,Wolfhowl,Fury Visor,
2023-11-15,The Chaos Sanctuary,Woestave,Halberd,
2023-11-15,The Chaos Sanctuary,Tal Rune,Rune,
2023-11-15,The Chaos Sanctuary,Tal Rune,Rune,
2023-11-15,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-11-15,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-11-15,The Chaos Sanctuary,Berserker's Headgear,Helm,
2023-11-15,The Chaos Sanctuary,Ichorsting,Crossbow,
2023-11-15,The Chaos Sanctuary,Crainte Vomir,Espandon,
2023-11-15,The Chaos Sanctuary,Steelgoad,Voulge,
2023-11-15,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-11-15,The Chaos Sanctuary,Ith Rune,Rune,
2023-11-15,The Chaos Sanctuary,Grim's Burning Dead,Grim Scythe,
2023-11-15,The Chaos Sanctuary,Spectral Shard,Blade,
2023-11-15,The Chaos Sanctuary,Tal Rune,Rune,
2023-11-15,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-11-15,The Chaos Sanctuary,Brainhew,Great Axe,
2023-11-15,The Chaos Sanctuary,The Dragon Chang,Spear,
2023-11-15,The Chaos Sanctuary,Sigon's Sabot,Greaves,
2023-11-15,The Chaos Sanctuary,Culwen's Point,War Sword,
2023-11-15,The Chaos Sanctuary,Bladebuckle,Plated Belt,
2023-11-15,The Chaos Sanctuary,Iratha's Coil,Crown,
2023-11-15,The Chaos Sanctuary,Thul Rune,Rune,
2023-11-15,The Chaos Sanctuary,Griswold's Edge,Broad Sword,
2023-11-15,The Chaos Sanctuary,The Scalper,Francisca,
2023-11-15,The Chaos Sanctuary,The Chieftain,Battle Axe,
2023-11-15,The Chaos Sanctuary,Tir Rune,Rune,
2023-11-15,The Chaos Sanctuary,Sol Rune,Rune,
2023-11-15,The Chaos Sanctuary,Eth Rune,Rune,
2023-11-15,The Chaos Sanctuary,Spectral Shard,Blade,
2023-11-15,The Chaos Sanctuary,Immortal King's Forge,War Gauntlets,
2023-11-15,The Chaos Sanctuary,Angelic Wings,Amulet,
2023-11-15,The Chaos Sanctuary,The Ward,Gothic Shield,
2023-11-15,The Chaos Sanctuary,Death's Touch,War Sword,
2023-11-15,The Chaos Sanctuary,Arcanna's Flesh,Light Plate,
2023-11-15,The Chaos Sanctuary,M'avina's Icy Clutch,Battle Gauntlets,
2023-11-15,The Chaos Sanctuary,Naj's Light Plate,Hellforge Plate,
2023-11-15,The Chaos Sanctuary,Eth Rune,Rune,
2023-11-15,The Chaos Sanctuary,Snakecord,Light Belt,
2023-11-15,The Chaos Sanctuary,Milabrega's Rod,War Scepter,
2023-11-15,The Chaos Sanctuary,Gimmershred,Flying Axe,
2023-11-15,The Chaos Sanctuary,Hel Rune,Rune,
2023-11-15,The Chaos Sanctuary,Berserker's Hauberk,Splint Mail,
2023-11-15,The Chaos Sanctuary,Isenhart's Lightbrand,Broad Sword,
2023-11-15,The Chaos Sanctuary,Bonehew,Ogre Axe,
2023-11-15,The Chaos Sanctuary,Venom Ward,Breast Plate,
2023-11-15,The Chaos Sanctuary,Soulflay,Claymore,
2023-11-15,The Chaos Sanctuary,Aldur's Rhythm,Jagged Star,
2023-11-15,The Chaos Sanctuary,Cathan's Sigil,Amulet,
2023-11-16,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-11-16,The Chaos Sanctuary,Infernal Torch,Grim Wand,
2023-11-16,The Chaos Sanctuary,Goldwrap,Heavy Belt,
2023-11-16,The Chaos Sanctuary,Cleglaw's Claw,Small Shield,
2023-11-16,The Chaos Sanctuary,The Dragon Chang,Spear,
2023-11-16,The Chaos Sanctuary,Stormstrike,Short Battle Bow,
2023-11-16,The Chaos Sanctuary,Hellcast,Heavy Crossbow,
2023-11-16,The Chaos Sanctuary,Shael Rune,Rune,
2023-11-16,The Chaos Sanctuary,The Chieftain,Battle Axe,
2023-11-16,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-11-16,The Chaos Sanctuary,Whitstan's Guard,Round Shield,
2023-11-16,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-11-16,The Chaos Sanctuary,Eth Rune,Rune,
2023-11-16,The Chaos Sanctuary,Venom Ward,Breast Plate,
2023-11-16,The Chaos Sanctuary,Sander's Taboo,Heavy Gloves,
2023-11-16,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-11-16,The Chaos Sanctuary,Thul Rune,Rune,
2023-11-16,The Chaos Sanctuary,Coldkill,Hatchet,
2023-11-16,The Chaos Sanctuary,Angelic Halo,Ring,
2023-11-16,The Chaos Sanctuary,Hellclap,Short War Bow,
2023-11-16,The Chaos Sanctuary,Lacerator,Winged Axe,
2023-11-16,The Chaos Sanctuary,Alma Negra,Sacred Rondache,
2023-11-16,The Chaos Sanctuary,Steelgoad,Voulge,
2023-11-16,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-11-16,The Chaos Sanctuary,Sander's Taboo,Heavy Gloves,
2023-11-16,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-11-16,The Chaos Sanctuary,Amn Rune,Rune,
2023-11-16,The Chaos Sanctuary,The Hand of Broc,Leather Gloves,
2023-11-16,The Chaos Sanctuary,Angelic Halo,Ring,
2023-11-16,The Chaos Sanctuary,Ort Rune,Rune,
2023-11-16,The Chaos Sanctuary,Venom Ward,Breast Plate,
2023-11-16,The Chaos Sanctuary,Gloom's Trap,Mesh Belt,
2023-11-16,The Chaos Sanctuary,Pierre Tombale Couant,Partizan,
2023-11-16,The Chaos Sanctuary,Dark Adherent,Dusk Shroud,
2023-11-16,The Chaos Sanctuary,Tancred's Skull,Bone Helm,
2023-11-16,The Chaos Sanctuary,Cathan's Rule,Battle Staff,
2023-11-16,The Chaos Sanctuary,Ondal's Wisdom,Elder Staff,
2023-11-16,The Chaos Sanctuary,Sigon's Wrap,Plated Belt,
2023-11-16,The Chaos Sanctuary,Amn Rune,Rune,
2023-11-16,The Chaos Sanctuary,Hellplague,Long Sword,
2023-11-16,The Chaos Sanctuary,Infernal Sign,Heavy Belt,
2023-11-16,The Chaos Sanctuary,Tal Rune,Rune,
2023-11-16,The Chaos Sanctuary,Rite of Passage,Demonhide Boots,
2023-11-16,The Chaos Sanctuary,Sigon's Gage,Gauntlets,
2023-11-16,The Chaos Sanctuary,The Diggler,Dirk,
2023-11-17,The Chaos Sanctuary,Tal Rasha's Horadric Crest,Death Mask,
2023-11-17,The Chaos Sanctuary,Fleshrender,Barbed Club,
2023-11-17,The Chaos Sanctuary,Silkweave,Mesh Boots,
2023-11-18,The Chaos Sanctuary,Coldsteel Eye,Cutlass,
2023-11-18,The Chaos Sanctuary,Cathan's Mesh,Chain Mail,
2023-11-18,The Chaos Sanctuary,Cleglaw's Tooth,Long Sword,
2023-11-18,The Chaos Sanctuary,Shadowfang,Two-Handed Sword,
2023-11-18,The Chaos Sanctuary,Frostburn,Gauntlets,
2023-11-18,The Chaos Sanctuary,Coldkill,Hatchet,
2023-11-18,The Chaos Sanctuary,Rockstopper,Sallet,
2023-11-18,The Chaos Sanctuary,Tancred's Spine,Full Plate Mail,
2023-11-18,The Chaos Sanctuary,Kelpie Snare,Fuscina,
2023-11-18,The Chaos Sanctuary,Bloodthief,Brandistock,
2023-11-18,The Chaos Sanctuary,Culwen's Point,War Sword,
2023-11-18,The Chaos Sanctuary,Blackleach Blade,Bill,
2023-11-18,The Chaos Sanctuary,Infernostride,Demonhide Boots,
2023-11-18,The Chaos Sanctuary,Milabrega's Diadem,Crown,
2023-11-18,The Chaos Sanctuary,Angelic Mantle,Ring Mail,
2023-11-18,The Chaos Sanctuary,Steelgoad,Voulge,
2023-11-18,Stony Field,Annihilus,Small Charm,10/12/7
2023-11-18,The Chaos Sanctuary,Spectral Shard,Blade,
2023-11-18,The Chaos Sanctuary,Berserker's Headgear,Helm,
2023-11-18,The Chaos Sanctuary,Sigon's Visor,Great Helm,
2023-11-18,The Chaos Sanctuary,The Tannr Gorerod,Pike,
2023-11-18,The Chaos Sanctuary,Berserker's Hauberk,Splint Mail,
2023-11-18,The Chaos Sanctuary,Cleglaw's Tooth,Long Sword,
2023-11-18,The Chaos Sanctuary,Isenhart's Lightbrand,Broad Sword,
2023-11-18,The Chaos Sanctuary,Djinn Slayer,Ataghan,
2023-11-18,The Chaos Sanctuary,Gerke's Sanctuary,Pavise,
2023-11-18,The Chaos Sanctuary,Ko Rune,Rune,
2023-11-18,The Chaos Sanctuary,Iratha's Cord,Heavy Belt,
2023-11-18,The Chaos Sanctuary,Visceratuant,Defender,
2023-11-18,The Chaos Sanctuary,Rogue's Bow,Composite Bow,
2023-11-18,The Chaos Sanctuary,Demon's Arch,Balrog Spear,
2023-11-18,The Chaos Sanctuary,Immortal King's Forge,War Gauntlets,
2023-11-18,The Chaos Sanctuary,Demon's Arch,Balrog Spear,
2023-11-18,The Chaos Sanctuary,Naj's Circlet,Circlet,
2023-11-18,The Chaos Sanctuary,Sparking Mail,Chain Mail,
2023-11-18,The Chaos Sanctuary,Ironstone,War Hammer,
2023-11-18,The Chaos Sanctuary,Bloodrise,Morning Star,
2023-11-18,The Chaos Sanctuary,Hwanin's Splendor,Grand Crown,
2023-11-18,The Chaos Sanctuary,Andariel's Visage,Demonhead,
2023-11-18,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-11-18,The Chaos Sanctuary,Sigon's Wrap,Plated Belt,
2023-11-18,The Chaos Sanctuary,Marrowwalk,Boneweave Boots,
2023-11-18,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-11-18,The Chaos Sanctuary,Eth Rune,Rune,
2023-11-18,The Chaos Sanctuary,Raven Claw,Long Bow,
2023-11-18,The Chaos Sanctuary,Venom Ward,Breast Plate,
2023-11-18,The Chaos Sanctuary,Ripsaw,Flamberge,
2023-11-18,The Chaos Sanctuary,Brainhew,Great Axe,
2023-11-18,The Chaos Sanctuary,Vidala's Barb,Long Battle Bow,
2023-11-18,The Chaos Sanctuary,El Rune,Rune,
2023-11-18,The Chaos Sanctuary,Griswold's Edge,Broad Sword,
2023-11-18,The Chaos Sanctuary,Cathan's Mesh,Chain Mail,
2023-11-18,The Chaos Sanctuary,Cleglaw's Pincers,Chain Gloves,
2023-11-18,The Chaos Sanctuary,Iceblink,Splint Mail,
2023-11-18,The Chaos Sanctuary,Magnus' Skin,Sharkskin Gloves,
2023-11-18,The Chaos Sanctuary,Milabrega's Rod,War Scepter,
2023-11-18,The Chaos Sanctuary,Goldwrap,Heavy Belt,
2023-11-18,The Chaos Sanctuary,Sigon's Guard,Tower Shield,
2023-11-18,The Chaos Sanctuary,Spellsteel,Bearded Axe,
2023-11-18,The Chaos Sanctuary,Blade of Ali Baba,Tulwar,
2023-11-18,The Chaos Sanctuary,Eth Rune,Rune,
2023-11-18,The Chaos Sanctuary,Immortal King's Stone Crusher,Ogre Maul,
2023-11-18,The Chaos Sanctuary,Death's Touch,War Sword,
2023-11-18,The Chaos Sanctuary,Immortal King's Stone Crusher,Ogre Maul,
2023-11-18,The Chaos Sanctuary,Dol Rune,Rune,
2023-11-18,The Chaos Sanctuary,Sigon's Sabot,Greaves,
2023-11-18,The Chaos Sanctuary,M'avina's Embrace,Kraken Shell,
2023-11-18,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-11-18,The Chaos Sanctuary,Ort Rune,Rune,
2023-11-18,The Chaos Sanctuary,Trang-Oul's Scales,Chaos Armor,
2023-11-18,The Chaos Sanctuary,Spineripper,Poignard,
2023-11-18,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-11-18,The Chaos Sanctuary,Vidala's Barb,Long Battle Bow,
2023-11-18,The Chaos Sanctuary,Stormspike,Stiletto,
2023-11-18,The Chaos Sanctuary,Eth Rune,Rune,
2023-11-18,The Chaos Sanctuary,Boneflesh,Plate Mail,
2023-11-18,The Chaos Sanctuary,Laying of Hands,Bramble Mitts,
2023-11-18,The Chaos Sanctuary,Ral Rune,Rune,
2023-11-18,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-11-18,The Chaos Sanctuary,Tancred's Skull,Bone Helm,
2023-11-18,The Chaos Sanctuary,Soulflay,Claymore,
2023-11-18,The Chaos Sanctuary,Eth Rune,Rune,
2023-11-18,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-11-18,The Chaos Sanctuary,Amn Rune,Rune,
2023-11-18,The Chaos Sanctuary,Milabrega's Rod,War Scepter,
2023-11-18,The Chaos Sanctuary,Darkglow,Ring Mail,
2023-11-18,The Chaos Sanctuary,The Patriarch,Great Sword,
2023-11-18,The Chaos Sanctuary,Tancred's Spine,Full Plate Mail,
2023-11-18,The Chaos Sanctuary,Sigon's Sabot,Greaves,
2023-11-18,The Chaos Sanctuary,Tal Rune,Rune,
2023-11-18,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-11-18,The Chaos Sanctuary,Berserker's Headgear,Helm,
2023-11-18,The Chaos Sanctuary,Bonesnap,Maul,
2023-11-18,The Chaos Sanctuary,Razorswitch,Io Staff,
2023-11-18,The Chaos Sanctuary,Credendum,Mithril Coil,
2023-11-19,The Chaos Sanctuary,Marrowwalk,Boneweave Boots,
2023-11-19,The Chaos Sanctuary,Firelizard's Talons,Feral Claws,
2023-11-19,The Chaos Sanctuary,Laying of Hands,Bramble Mitts,
2023-11-19,The Chaos Sanctuary,Steelclash,Kite Shield,
2023-11-19,The Chaos Sanctuary,Ort Rune,Rune,
2023-11-19,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-11-19,The Chaos Sanctuary,Sander's Riprap,Heavy Boots,
2023-11-19,The Chaos Sanctuary,Buriza-Do Kyanon,Ballista,
2023-11-19,The Chaos Sanctuary,Spineripper,Poignard,
2023-11-19,The Chaos Sanctuary,Sol Rune,Rune,
2023-11-19,The Chaos Sanctuary,Ume's Lament,Grim Wand,
2023-11-19,The Chaos Sanctuary,Civerb's Cudgel,Grand Scepter,
2023-11-19,The Chaos Sanctuary,Wormskull,Bone Helm,
2023-11-19,The Chaos Sanctuary,Firelizard's Talons,Feral Claws,
2023-11-19,The Chaos Sanctuary,Coldsteel Eye,Cutlass,
2023-11-19,The Chaos Sanctuary,Lance of Yaggai,Spetum,
2023-11-19,The Chaos Sanctuary,Sigon's Wrap,Plated Belt,
2023-11-19,The Chaos Sanctuary,Ort Rune,Rune,
2023-11-19,The Chaos Sanctuary,Bonesnap,Maul,
2023-11-19,The Chaos Sanctuary,Ort Rune,Rune,
2023-11-19,The Chaos Sanctuary,Sander's Superstition,Bone Wand,
2023-11-19,The Chaos Sanctuary,Dwarf Star,Ring,
2023-11-19,The Chaos Sanctuary,Rainbow Facet,Jewel,5/3/Poison/Die
2023-11-19,The Chaos Sanctuary,Coldkill,Hatchet,
2023-11-19,The Chaos Sanctuary,Darkglow,Ring Mail,
2023-11-19,The Chaos Sanctuary,Cleglaw's Claw,Small Shield,
2023-11-19,The Chaos Sanctuary,Trang-Oul's Claws,Heavy Bracers,
2023-11-19,The Chaos Sanctuary,Aldur's Rhythm,Jagged Star,
2023-11-19,The Chaos Sanctuary,String of Ears,Demonhide Sash,
2023-11-19,The Chaos Sanctuary,Arctic Horn,Short War Bow,
2023-11-19,The Chaos Sanctuary,Crushflange,Mace,
2023-11-19,The Chaos Sanctuary,Eth Rune,Rune,
2023-11-19,The Chaos Sanctuary,Frostburn,Gauntlets,
2023-11-19,The Chaos Sanctuary,Sigon's Visor,Great Helm,
2023-11-19,The Chaos Sanctuary,Vidala's Fetlock,Light Plated Boots,
2023-11-19,The Chaos Sanctuary,Immortal King's Will,Avenger Guard,
2023-11-19,The Chaos Sanctuary,Amn Rune,Rune,
2023-11-19,The Chaos Sanctuary,Rogue's Bow,Composite Bow,
2023-11-19,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-11-19,The Chaos Sanctuary,Tancred's Skull,Bone Helm,
2023-11-19,The Chaos Sanctuary,Cathan's Mesh,Chain Mail,
2023-11-19,The Chaos Sanctuary,Iratha's Coil,Crown,
2023-11-19,The Chaos Sanctuary,Civerb's Cudgel,Grand Scepter,
2023-11-19,The Chaos Sanctuary,Hellcast,Heavy Crossbow,
2023-11-19,The Chaos Sanctuary,Rattlecage,Gothic Plate,
2023-11-19,The Chaos Sanctuary,Sol Rune,Rune,
2023-11-19,The Chaos Sanctuary,Tal Rune,Rune,
2023-11-19,The Chaos Sanctuary,Cathan's Visage,Mask,
2023-11-19,The Chaos Sanctuary,Natalya's Shadow,Loricated Mail,
2023-11-19,The Chaos Sanctuary,Hellcast,Heavy Crossbow,
2023-11-19,The Chaos Sanctuary,Goldskin,Full Plate Mail,
2023-11-19,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-11-19,The Chaos Sanctuary,Wizardspike,Bone Knife,
2023-11-19,The Chaos Sanctuary,Rite of Passage,Demonhide Boots,
2023-11-19,The Chaos Sanctuary,Credendum,Mithril Coil,
2023-11-19,The Chaos Sanctuary,The General's Tan Do Li Ga,Flail,
2023-11-19,The Chaos Sanctuary,Death's Touch,War Sword,
2023-11-19,The Chaos Sanctuary,Dol Rune,Rune,
2023-11-19,The Chaos Sanctuary,Soul Drainer,Vambraces,
2023-11-19,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-11-19,The Chaos Sanctuary,Iceblink,Splint Mail,
2023-11-19,The Chaos Sanctuary,Naj's Circlet,Circlet,
2023-11-19,The Chaos Sanctuary,The Tannr Gorerod,Pike,
2023-11-19,The Chaos Sanctuary,Milabrega's Robe,Ancient Armor,
2023-11-19,The Chaos Sanctuary,Blackhorn's Face,Death Mask,
2023-11-19,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-11-19,The Chaos Sanctuary,The Battlebranch,Poleaxe,
2023-11-19,The Chaos Sanctuary,Sigon's Sabot,Greaves,
2023-11-19,The Chaos Sanctuary,Rakescar,War Axe,
2023-11-19,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-11-19,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-11-19,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-11-19,The Chaos Sanctuary,Radament's Sphere,Ancient Shield,
2023-11-19,The Chaos Sanctuary,Shadow Killer,Battle Cestus,
2023-11-19,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-11-19,The Chaos Sanctuary,Cleglaw's Pincers,Chain Gloves,
2023-11-19,The Chaos Sanctuary,Amn Rune,Rune,
2023-11-19,The Chaos Sanctuary,Ort Rune,Rune,
2023-11-19,The Chaos Sanctuary,Athena's Wrath,Battle Scythe,
2023-11-19,The Chaos Sanctuary,Visceratuant,Defender,
2023-11-19,The Chaos Sanctuary,Tancred's Spine,Full Plate Mail,
2023-11-19,The Chaos Sanctuary,Warlord's Trust,Military Pick,
2023-11-19,The Chaos Sanctuary,Vidala's Barb,Long Battle Bow,
2023-11-19,The Chaos Sanctuary,Rattlecage,Gothic Plate,
2023-11-19,The Chaos Sanctuary,Isenhart's Lightbrand,Broad Sword,
2023-11-19,The Chaos Sanctuary,Arctic Mitts,Light Gauntlets,
2023-11-19,The Chaos Sanctuary,Angelic Mantle,Ring Mail,
2023-11-19,The Chaos Sanctuary,Tancred's Crowbill,Military Pick,
2023-11-19,The Chaos Sanctuary,Sander's Taboo,Heavy Gloves,
2023-11-19,The Chaos Sanctuary,Duskdeep,Full Helm,
2023-11-19,The Chaos Sanctuary,Bloodrise,Morning Star,
2023-11-19,The Chaos Sanctuary,Hellclap,Short War Bow,
2023-11-19,The Chaos Sanctuary,Cathan's Mesh,Chain Mail,
2023-11-19,The Chaos Sanctuary,Ral Rune,Rune,
2023-11-19,The Chaos Sanctuary,Azurewrath,Phase Blade,
2023-11-19,The Chaos Sanctuary,Venom Ward,Breast Plate,
2023-11-19,The Chaos Sanctuary,Sander's Taboo,Heavy Gloves,
2023-11-19,The Chaos Sanctuary,Angelic Sickle,Sabre,
2023-11-19,The Chaos Sanctuary,Angelic Mantle,Ring Mail,
2023-11-19,The Chaos Sanctuary,Peasant Crown,War Hat,
2023-11-19,The Chaos Sanctuary,Waterwalk,Sharkskin Boots,
2023-11-19,The Chaos Sanctuary,Hwanin's Blessing,Belt,
2023-11-19,The Chaos Sanctuary,The Ward,Gothic Shield,
2023-11-19,The Chaos Sanctuary,Raven Frost,Ring,
2023-11-19,The Chaos Sanctuary,Ichorsting,Crossbow,
2023-11-19,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-11-19,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-11-19,The Chaos Sanctuary,Woestave,Halberd,
2023-11-19,The Chaos Sanctuary,Ort Rune,Rune,
2023-11-19,The Chaos Sanctuary,Ironstone,War Hammer,
2023-11-19,The Chaos Sanctuary,Isenhart's Lightbrand,Broad Sword,
2023-11-19,The Chaos Sanctuary,Demon Machine,Chu-Ko-Nu,
2023-11-19,The Chaos Sanctuary,Immortal King's Stone Crusher,Ogre Maul,
2023-11-19,The Chaos Sanctuary,Amn Rune,Rune,
2023-11-19,The Chaos Sanctuary,Deathspade,Axe,
2023-11-19,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-11-19,The Chaos Sanctuary,Cleglaw's Tooth,Long Sword,
2023-11-19,The Chaos Sanctuary,Buriza-Do Kyanon,Ballista,
2023-11-19,The Chaos Sanctuary,Shael Rune,Rune,
2023-11-19,The Chaos Sanctuary,Death's Touch,War Sword,
2023-11-19,The Chaos Sanctuary,Butcher's Pupil,Cleaver,
2023-11-19,The Chaos Sanctuary,Sigon's Gage,Gauntlets,
2023-11-19,The Chaos Sanctuary,Ith Rune,Rune,
2023-11-19,The Chaos Sanctuary,Sigon's Shelter,Gothic Plate,
2023-11-19,The Chaos Sanctuary,Iratha's Cuff,Light Gauntlets,
2023-11-19,The Chaos Sanctuary,Vidala's Snare,Amulet,
2023-11-19,The Chaos Sanctuary,Bloodletter,Gladius,
2023-11-19,The Chaos Sanctuary,Griswold's Edge,Broad Sword,
2023-11-19,The Chaos Sanctuary,Sander's Riprap,Heavy Boots,
2023-11-19,The Chaos Sanctuary,Horizon's Tornado,Scourge,
2023-11-19,The Chaos Sanctuary,Chance Guards,Chain Gloves,
2023-11-19,The Chaos Sanctuary,Shael Rune,Rune,
2023-11-19,The Chaos Sanctuary,Iratha's Cord,Heavy Belt,
2023-11-19,The Chaos Sanctuary,Suicide Branch,Burnt Wand,
2023-11-19,The Chaos Sanctuary,Kinemil's Awl,Giant Sword,
2023-11-19,The Chaos Sanctuary,Ith Rune,Rune,
2023-11-19,The Chaos Sanctuary,Isenhart's Horns,Full Helm,
2023-11-19,The Chaos Sanctuary,Sol Rune,Rune,
2023-11-19,The Chaos Sanctuary,Goldskin,Full Plate Mail,
2023-11-19,The Chaos Sanctuary,Milabrega's Rod,War Scepter,
2023-11-19,The Chaos Sanctuary,Rainbow Facet,Jewel,3/4/Fire/Die
2023-11-19,The Chaos Sanctuary,The Battlebranch,Poleaxe,
2023-11-19,The Chaos Sanctuary,Gravenspine,Bone Wand,
2023-11-19,The Chaos Sanctuary,Tir Rune,Rune,
2023-11-19,The Chaos Sanctuary,M'avina's Embrace,Kraken Shell,
2023-11-19,The Chaos Sanctuary,Gul Rune,Rune,
2023-11-19,The Chaos Sanctuary,Corpsemourn,Ornate Plate,
2023-11-19,The Chaos Sanctuary,Blackoak Shield,Luna,
2023-11-19,The Chaos Sanctuary,Hellslayer,Decapitator,
2023-11-19,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-11-19,The Chaos Sanctuary,Pul Rune,Rune,
2023-11-19,The Chaos Sanctuary,Ith Rune,Rune,
2023-11-19,The Chaos Sanctuary,The Atlantean,Ancient Sword,
2023-11-19,The Chaos Sanctuary,Treads of Cthon,Chain Boots,
2023-11-19,The Chaos Sanctuary,Spellsteel,Bearded Axe,
2023-11-19,The Chaos Sanctuary,Chromatic Ire,Cedar Staff,
2023-11-19,The Chaos Sanctuary,The Dragon Chang,Spear,
2023-11-19,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-11-19,The Chaos Sanctuary,War Traveler,Battle Boots,
2023-11-19,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-11-19,The Chaos Sanctuary,Bladebuckle,Plated Belt,
2023-11-19,The Chaos Sanctuary,Isenhart's Case,Breast Plate,
2023-11-19,The Chaos Sanctuary,Amn Rune,Rune,
2023-11-19,The Chaos Sanctuary,Sander's Riprap,Heavy Boots,
2023-11-19,The Chaos Sanctuary,Arcanna's Flesh,Light Plate,
2023-11-19,The Chaos Sanctuary,Ral Rune,Rune,
2023-11-19,The Chaos Sanctuary,Arcanna's Flesh,Light Plate,
2023-11-19,The Chaos Sanctuary,Berserker's Hatchet,Double Axe,
2023-11-19,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-11-19,The Chaos Sanctuary,Cathan's Seal,Ring,
2023-11-19,The Chaos Sanctuary,Cliffkiller,Large Siege Bow,
2023-11-19,The Chaos Sanctuary,Naj's Puzzler,Elder Staff,
2023-11-20,The Chaos Sanctuary,Infernal Torch,Grim Wand,
2023-11-20,The Chaos Sanctuary,Blood Raven's Charge,Matriarchal Bow,
2023-11-20,The Chaos Sanctuary,Tancred's Skull,Bone Helm,
2023-11-20,The Chaos Sanctuary,Steeldriver,Great Maul,
2023-11-20,The Chaos Sanctuary,Corpsemourn,Ornate Plate,
2023-11-20,The Chaos Sanctuary,Wilhelm's Pride,Battle Belt,
2023-11-20,The Chaos Sanctuary,Amn Rune,Rune,
2023-11-20,The Chaos Sanctuary,Warshrike,Winged Knife,
2023-11-20,The Chaos Sanctuary,Wolfhowl,Fury Visor,
2023-11-20,The Chaos Sanctuary,Nef Rune,Rune,
2023-11-20,The Chaos Sanctuary,Warlord's Trust,Military Axe,
2023-11-20,The Chaos Sanctuary,Dwarf Star,Ring,
2023-11-20,The Chaos Sanctuary,Thul Rune,Rune,
2023-11-20,The Chaos Sanctuary,Milabrega's Orb,Kite Shield,
2023-11-20,The Chaos Sanctuary,Ort Rune,Rune,
